candidate_model_id,prompt_id,score
anthropic/claude-opus-4.6,explain_food_recall,3.5714
anthropic/claude-opus-4.6,explain_heat_pumps,4.1429
anthropic/claude-opus-4.6,explain_municipal_bonds,4.381
anthropic/claude-opus-4.6,explain_property_tax,4.2857
anthropic/claude-opus-4.6,howto_neighborhood_meeting,4.2381
anthropic/claude-opus-4.6,howto_report_water_leak,4.5238
anthropic/claude-opus-4.6,howto_school_board_comment,4.5714
anthropic/claude-opus-4.6,memo_budget_freeze,3.3333
anthropic/claude-opus-4.6,memo_incident_response,4.2381
anthropic/claude-opus-4.6,memo_remote_work_policy,4.3333
anthropic/claude-opus-4.6,memo_schedule_change,4.7143
anthropic/claude-opus-4.6,oped_bus_lanes,4.5714
anthropic/claude-opus-4.6,oped_corner_store,4.1429
anthropic/claude-opus-4.6,oped_library_hours,4.3333
anthropic/claude-opus-4.6,personal_first_day_union_job,4.8571
anthropic/claude-opus-4.6,personal_night_shift_bus,4.381
anthropic/claude-opus-4.6,personal_public_pool,4.381
anthropic/claude-opus-4.6,profile_ferry_captain,4.4286
anthropic/claude-opus-4.6,profile_public_defender,4.5238
anthropic/claude-opus-4.6,profile_school_custodian,4.6667
anthropic/claude-sonnet-4.6,explain_food_recall,3.9048
anthropic/claude-sonnet-4.6,explain_heat_pumps,4.1429
anthropic/claude-sonnet-4.6,explain_municipal_bonds,4.4286
anthropic/claude-sonnet-4.6,explain_property_tax,4.1429
anthropic/claude-sonnet-4.6,howto_neighborhood_meeting,4.2381
anthropic/claude-sonnet-4.6,howto_report_water_leak,4.381
anthropic/claude-sonnet-4.6,howto_school_board_comment,4.381
anthropic/claude-sonnet-4.6,memo_budget_freeze,3.619
anthropic/claude-sonnet-4.6,memo_incident_response,4.381
anthropic/claude-sonnet-4.6,memo_remote_work_policy,4.1429
anthropic/claude-sonnet-4.6,memo_schedule_change,4.3333
anthropic/claude-sonnet-4.6,oped_bus_lanes,4.619
anthropic/claude-sonnet-4.6,oped_corner_store,4.2857
anthropic/claude-sonnet-4.6,oped_library_hours,4.7143
anthropic/claude-sonnet-4.6,personal_first_day_union_job,4.619
anthropic/claude-sonnet-4.6,personal_night_shift_bus,4.619
anthropic/claude-sonnet-4.6,personal_public_pool,4.4286
anthropic/claude-sonnet-4.6,profile_ferry_captain,4.7619
anthropic/claude-sonnet-4.6,profile_public_defender,4.5238
anthropic/claude-sonnet-4.6,profile_school_custodian,4.4762
deepseek/deepseek-v3.2,explain_food_recall,4.0
deepseek/deepseek-v3.2,explain_heat_pumps,3.9048
deepseek/deepseek-v3.2,explain_municipal_bonds,4.8095
deepseek/deepseek-v3.2,explain_property_tax,3.7619
deepseek/deepseek-v3.2,howto_neighborhood_meeting,4.7619
deepseek/deepseek-v3.2,howto_report_water_leak,4.0952
deepseek/deepseek-v3.2,howto_school_board_comment,4.2381
deepseek/deepseek-v3.2,memo_budget_freeze,3.5714
deepseek/deepseek-v3.2,memo_incident_response,4.5238
deepseek/deepseek-v3.2,memo_remote_work_policy,3.619
deepseek/deepseek-v3.2,memo_schedule_change,4.1429
deepseek/deepseek-v3.2,oped_bus_lanes,4.4286
deepseek/deepseek-v3.2,oped_corner_store,4.0
deepseek/deepseek-v3.2,oped_library_hours,3.7619
deepseek/deepseek-v3.2,personal_first_day_union_job,4.0952
deepseek/deepseek-v3.2,personal_night_shift_bus,4.1429
deepseek/deepseek-v3.2,personal_public_pool,4.8095
deepseek/deepseek-v3.2,profile_ferry_captain,4.381
deepseek/deepseek-v3.2,profile_public_defender,3.9524
deepseek/deepseek-v3.2,profile_school_custodian,4.8571
google/gemini-3.1-flash-lite-preview,explain_food_recall,4.619
google/gemini-3.1-flash-lite-preview,explain_heat_pumps,4.4762
google/gemini-3.1-flash-lite-preview,explain_municipal_bonds,4.8095
google/gemini-3.1-flash-lite-preview,explain_property_tax,4.7143
google/gemini-3.1-flash-lite-preview,howto_neighborhood_meeting,4.7619
google/gemini-3.1-flash-lite-preview,howto_report_water_leak,4.7143
google/gemini-3.1-flash-lite-preview,howto_school_board_comment,4.619
google/gemini-3.1-flash-lite-preview,memo_budget_freeze,4.2857
google/gemini-3.1-flash-lite-preview,memo_incident_response,4.4762
google/gemini-3.1-flash-lite-preview,memo_remote_work_policy,4.5714
google/gemini-3.1-flash-lite-preview,memo_schedule_change,4.1429
google/gemini-3.1-flash-lite-preview,oped_bus_lanes,4.5714
google/gemini-3.1-flash-lite-preview,oped_corner_store,4.4762
google/gemini-3.1-flash-lite-preview,oped_library_hours,4.2857
google/gemini-3.1-flash-lite-preview,personal_first_day_union_job,4.619
google/gemini-3.1-flash-lite-preview,personal_night_shift_bus,4.4762
google/gemini-3.1-flash-lite-preview,personal_public_pool,4.3333
google/gemini-3.1-flash-lite-preview,profile_ferry_captain,4.6667
google/gemini-3.1-flash-lite-preview,profile_public_defender,4.7143
google/gemini-3.1-flash-lite-preview,profile_school_custodian,4.5714
google/gemini-3.1-pro-preview,explain_food_recall,4.8095
google/gemini-3.1-pro-preview,explain_heat_pumps,4.619
google/gemini-3.1-pro-preview,explain_municipal_bonds,4.7619
google/gemini-3.1-pro-preview,explain_property_tax,4.7619
google/gemini-3.1-pro-preview,howto_neighborhood_meeting,4.7143
google/gemini-3.1-pro-preview,howto_report_water_leak,4.7619
google/gemini-3.1-pro-preview,howto_school_board_comment,4.8095
google/gemini-3.1-pro-preview,memo_budget_freeze,4.7143
google/gemini-3.1-pro-preview,memo_incident_response,4.7143
google/gemini-3.1-pro-preview,memo_remote_work_policy,4.6667
google/gemini-3.1-pro-preview,memo_schedule_change,4.7143
google/gemini-3.1-pro-preview,oped_bus_lanes,4.6667
google/gemini-3.1-pro-preview,oped_corner_store,4.5238
google/gemini-3.1-pro-preview,oped_library_hours,4.4762
google/gemini-3.1-pro-preview,personal_first_day_union_job,4.8571
google/gemini-3.1-pro-preview,personal_night_shift_bus,4.7619
google/gemini-3.1-pro-preview,personal_public_pool,4.7143
google/gemini-3.1-pro-preview,profile_ferry_captain,4.7619
google/gemini-3.1-pro-preview,profile_public_defender,4.7143
google/gemini-3.1-pro-preview,profile_school_custodian,4.7619
minimax/minimax-m2.5,explain_food_recall,3.4762
minimax/minimax-m2.5,explain_heat_pumps,4.4286
minimax/minimax-m2.5,explain_municipal_bonds,4.2857
minimax/minimax-m2.5,explain_property_tax,4.2381
minimax/minimax-m2.5,howto_neighborhood_meeting,4.3333
minimax/minimax-m2.5,howto_report_water_leak,3.9524
minimax/minimax-m2.5,howto_school_board_comment,4.3333
minimax/minimax-m2.5,memo_budget_freeze,3.8095
minimax/minimax-m2.5,memo_incident_response,3.1905
minimax/minimax-m2.5,memo_remote_work_policy,3.2381
minimax/minimax-m2.5,memo_schedule_change,4.4762
minimax/minimax-m2.5,oped_corner_store,3.7619
minimax/minimax-m2.5,oped_library_hours,4.4286
minimax/minimax-m2.5,personal_first_day_union_job,4.7619
minimax/minimax-m2.5,personal_night_shift_bus,4.2857
minimax/minimax-m2.5,personal_public_pool,4.381
minimax/minimax-m2.5,profile_ferry_captain,4.7143
minimax/minimax-m2.5,profile_public_defender,4.5238
minimax/minimax-m2.5,profile_school_custodian,4.8095
moonshotai/kimi-k2.5,explain_food_recall,4.1429
moonshotai/kimi-k2.5,explain_heat_pumps,4.8571
moonshotai/kimi-k2.5,explain_municipal_bonds,4.8571
moonshotai/kimi-k2.5,explain_property_tax,3.9524
moonshotai/kimi-k2.5,howto_neighborhood_meeting,4.1905
moonshotai/kimi-k2.5,howto_report_water_leak,4.0476
moonshotai/kimi-k2.5,howto_school_board_comment,3.9048
moonshotai/kimi-k2.5,memo_budget_freeze,4.619
moonshotai/kimi-k2.5,memo_incident_response,3.4762
moonshotai/kimi-k2.5,memo_remote_work_policy,4.8571
moonshotai/kimi-k2.5,memo_schedule_change,4.6667
moonshotai/kimi-k2.5,oped_corner_store,4.7143
moonshotai/kimi-k2.5,oped_library_hours,4.0952
moonshotai/kimi-k2.5,personal_first_day_union_job,4.8571
moonshotai/kimi-k2.5,personal_night_shift_bus,4.6667
moonshotai/kimi-k2.5,personal_public_pool,4.8571
moonshotai/kimi-k2.5,profile_ferry_captain,4.8095
moonshotai/kimi-k2.5,profile_public_defender,4.8095
moonshotai/kimi-k2.5,profile_school_custodian,4.8095
openai/gpt-5.3-chat,explain_food_recall,4.381
openai/gpt-5.3-chat,explain_heat_pumps,4.5714
openai/gpt-5.3-chat,explain_municipal_bonds,4.7619
openai/gpt-5.3-chat,explain_property_tax,4.0
openai/gpt-5.3-chat,howto_neighborhood_meeting,4.381
openai/gpt-5.3-chat,howto_report_water_leak,4.1429
openai/gpt-5.3-chat,howto_school_board_comment,4.0952
openai/gpt-5.3-chat,memo_budget_freeze,4.5714
openai/gpt-5.3-chat,memo_incident_response,4.619
openai/gpt-5.3-chat,memo_remote_work_policy,4.619
openai/gpt-5.3-chat,memo_schedule_change,4.8571
openai/gpt-5.3-chat,oped_bus_lanes,4.2381
openai/gpt-5.3-chat,oped_corner_store,4.5714
openai/gpt-5.3-chat,oped_library_hours,4.5238
openai/gpt-5.3-chat,personal_first_day_union_job,4.3333
openai/gpt-5.3-chat,personal_night_shift_bus,4.5714
openai/gpt-5.3-chat,personal_public_pool,4.8571
openai/gpt-5.3-chat,profile_ferry_captain,4.5714
openai/gpt-5.3-chat,profile_public_defender,4.4762
openai/gpt-5.3-chat,profile_school_custodian,4.619
openai/gpt-5.4,explain_food_recall,4.1905
openai/gpt-5.4,explain_heat_pumps,4.2857
openai/gpt-5.4,explain_municipal_bonds,4.0952
openai/gpt-5.4,explain_property_tax,3.8571
openai/gpt-5.4,howto_neighborhood_meeting,4.381
openai/gpt-5.4,howto_report_water_leak,4.3333
openai/gpt-5.4,howto_school_board_comment,4.8095
